source_label,source,relation,target_label,target
Character,Lady Deathstrike,HAS_ALIGNMENT,Alignment,bad
Character,Lady Deathstrike,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Lady Deathstrike,HAS_OCCUPATION,Occupation,-
Character,Lady Deathstrike,HAS_INTELLIGENCE,Stat,63
Character,Lady Deathstrike,HAS_STRENGTH,Stat,28
Character,Lady Deathstrike,HAS_SPEED,Stat,42
Character,Lady Deathstrike,HAS_DURABILITY,Stat,85
Character,Lady Deathstrike,HAS_POWER,Stat,48
Character,Lady Deathstrike,HAS_COMBAT,Stat,90
Character,Leader,HAS_GENDER,Gender,Male
Character,Leader,HAS_RACE,Race,
Character,Leader,HAS_ALIGNMENT,Alignment,bad
Character,Leader,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Leader,HAS_OCCUPATION,Occupation,-
Character,Leader,HAS_INTELLIGENCE,Stat,100
Character,Leader,HAS_STRENGTH,Stat,10
Character,Leader,HAS_SPEED,Stat,12
Character,Leader,HAS_DURABILITY,Stat,14
Character,Leader,HAS_POWER,Stat,59
Character,Leader,HAS_COMBAT,Stat,42
Character,Leech,HAS_GENDER,Gender,Male
Character,Leech,HAS_RACE,Race,
Character,Leech,HAS_ALIGNMENT,Alignment,good
Character,Leech,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Leech,HAS_OCCUPATION,Occupation,"Survivor, former student"
Character,Leech,HAS_INTELLIGENCE,Stat,25
Character,Leech,HAS_STRENGTH,Stat,5
Character,Leech,HAS_SPEED,Stat,12
Character,Leech,HAS_DURABILITY,Stat,14
Character,Leech,HAS_POWER,Stat,62
Character,Leech,HAS_COMBAT,Stat,14
Character,Legion,HAS_GENDER,Gender,Male
Character,Legion,HAS_RACE,Race,Mutant
Character,Legion,HAS_ALIGNMENT,Alignment,good
Character,Legion,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Legion,HAS_OCCUPATION,Occupation,"Adventurer, Student"
Character,Legion,HAS_INTELLIGENCE,Stat,50
Character,Legion,HAS_STRENGTH,Stat,100
Character,Legion,HAS_SPEED,Stat,42
Character,Legion,HAS_DURABILITY,Stat,30
Character,Legion,HAS_POWER,Stat,100
Character,Legion,HAS_COMBAT,Stat,75
Character,Leonardo,HAS_GENDER,Gender,Male
Character,Leonardo,HAS_RACE,Race,Mutant
Character,Leonardo,HAS_ALIGNMENT,Alignment,good
Character,Leonardo,HAS_PUBLISHER,Publisher,IDW Publishing
Character,Leonardo,HAS_OCCUPATION,Occupation,Ninja
Character,Leonardo,HAS_INTELLIGENCE,Stat,75
Character,Leonardo,HAS_STRENGTH,Stat,16
Character,Leonardo,HAS_SPEED,Stat,50
Character,Leonardo,HAS_DURABILITY,Stat,65
Character,Leonardo,HAS_POWER,Stat,59
Character,Leonardo,HAS_COMBAT,Stat,80
Character,Lex Luthor,HAS_GENDER,Gender,Male
Character,Lex Luthor,HAS_RACE,Race,Human
Character,Lex Luthor,HAS_ALIGNMENT,Alignment,bad
Character,Lex Luthor,HAS_PUBLISHER,Publisher,DC Comics
Character,Lex Luthor,HAS_OCCUPATION,Occupation,Owner of LexCorp
Character,Lex Luthor,HAS_INTELLIGENCE,Stat,100
Character,Lex Luthor,HAS_STRENGTH,Stat,53
Character,Lex Luthor,HAS_SPEED,Stat,25
Character,Lex Luthor,HAS_DURABILITY,Stat,65
Character,Lex Luthor,HAS_POWER,Stat,68
Character,Lex Luthor,HAS_COMBAT,Stat,70
Character,Light Lass,HAS_GENDER,Gender,Female
Character,Light Lass,HAS_RACE,Race,
Character,Light Lass,HAS_ALIGNMENT,Alignment,good
Character,Light Lass,HAS_PUBLISHER,Publisher,DC Comics
Character,Light Lass,HAS_OCCUPATION,Occupation,-
Character,Light Lass,HAS_INTELLIGENCE,Stat,38
Character,Light Lass,HAS_STRENGTH,Stat,10
Character,Light Lass,HAS_SPEED,Stat,35
Character,Light Lass,HAS_DURABILITY,Stat,28
Character,Light Lass,HAS_POWER,Stat,67
Character,Light Lass,HAS_COMBAT,Stat,42
Character,Lightning Lad,HAS_GENDER,Gender,Male
Character,Lightning Lad,HAS_RACE,Race,
Character,Lightning Lad,HAS_ALIGNMENT,Alignment,good
Character,Lightning Lad,HAS_PUBLISHER,Publisher,DC Comics
Character,Lightning Lad,HAS_OCCUPATION,Occupation,Legionnaire
Character,Lightning Lad,HAS_INTELLIGENCE,Stat,38
Character,Lightning Lad,HAS_STRENGTH,Stat,10
Character,Lightning Lad,HAS_SPEED,Stat,23
Character,Lightning Lad,HAS_DURABILITY,Stat,28
Character,Lightning Lad,HAS_POWER,Stat,60
Character,Lightning Lad,HAS_COMBAT,Stat,42
Character,Lightning Lord,HAS_GENDER,Gender,Male
Character,Lightning Lord,HAS_RACE,Race,
Character,Lightning Lord,HAS_ALIGNMENT,Alignment,bad
Character,Lightning Lord,HAS_PUBLISHER,Publisher,DC Comics
Character,Lightning Lord,HAS_OCCUPATION,Occupation,-
Character,Lightning Lord,HAS_INTELLIGENCE,Stat,44
Character,Lightning Lord,HAS_STRENGTH,Stat,10
Character,Lightning Lord,HAS_SPEED,Stat,23
Character,Lightning Lord,HAS_DURABILITY,Stat,42
Character,Lightning Lord,HAS_POWER,Stat,66
Character,Lightning Lord,HAS_COMBAT,Stat,42
Character,Living Brain,HAS_GENDER,Gender,-
Character,Living Brain,HAS_RACE,Race,
Character,Living Brain,HAS_ALIGNMENT,Alignment,bad
Character,Living Brain,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Living Brain,HAS_OCCUPATION,Occupation,Robot
Character,Living Brain,HAS_INTELLIGENCE,Stat,75
Character,Living Brain,HAS_STRENGTH,Stat,53
Character,Living Brain,HAS_SPEED,Stat,35
Character,Living Brain,HAS_DURABILITY,Stat,56
Character,Living Brain,HAS_POWER,Stat,31
Character,Living Brain,HAS_COMBAT,Stat,28
Character,Living Tribunal,HAS_GENDER,Gender,-
Character,Living Tribunal,HAS_RACE,Race,Cosmic Entity
Character,Living Tribunal,HAS_ALIGNMENT,Alignment,neutral
Character,Living Tribunal,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Living Tribunal,HAS_OCCUPATION,Occupation,-
Character,Living Tribunal,HAS_INTELLIGENCE,Stat,100
Character,Living Tribunal,HAS_STRENGTH,Stat,100
Character,Living Tribunal,HAS_SPEED,Stat,100
Character,Living Tribunal,HAS_DURABILITY,Stat,100
Character,Living Tribunal,HAS_POWER,Stat,100
Character,Living Tribunal,HAS_COMBAT,Stat,30
Character,Lizard,HAS_GENDER,Gender,Male
Character,Lizard,HAS_RACE,Race,Human
Character,Lizard,HAS_ALIGNMENT,Alignment,bad
Character,Lizard,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Lizard,HAS_OCCUPATION,Occupation,Research biologist
Character,Lizard,HAS_INTELLIGENCE,Stat,50
Character,Lizard,HAS_STRENGTH,Stat,51
Character,Lizard,HAS_SPEED,Stat,27
Character,Lizard,HAS_DURABILITY,Stat,70
Character,Lizard,HAS_POWER,Stat,63
Character,Lizard,HAS_COMBAT,Stat,56
Character,Lobo,HAS_GENDER,Gender,Male
Character,Lobo,HAS_RACE,Race,Czarnian
Character,Lobo,HAS_ALIGNMENT,Alignment,neutral
Character,Lobo,HAS_PUBLISHER,Publisher,DC Comics
Character,Lobo,HAS_OCCUPATION,Occupation,"Assassin, Bounty Hunter, Priest"
Character,Lobo,HAS_INTELLIGENCE,Stat,94
Character,Lobo,HAS_STRENGTH,Stat,100
Character,Lobo,HAS_SPEED,Stat,54
Character,Lobo,HAS_DURABILITY,Stat,100
Character,Lobo,HAS_POWER,Stat,100
Character,Lobo,HAS_COMBAT,Stat,85
Character,Loki,HAS_GENDER,Gender,Male
Character,Loki,HAS_RACE,Race,Asgardian
Character,Loki,HAS_ALIGNMENT,Alignment,bad
Character,Loki,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Loki,HAS_OCCUPATION,Occupation,God of evil; former god of mischief and madness
Character,Loki,HAS_INTELLIGENCE,Stat,88
Character,Loki,HAS_STRENGTH,Stat,63
Character,Loki,HAS_SPEED,Stat,46
Character,Loki,HAS_DURABILITY,Stat,85
Character,Loki,HAS_POWER,Stat,100
Character,Loki,HAS_COMBAT,Stat,60
Character,Longshot,HAS_GENDER,Gender,Male
Character,Longshot,HAS_RACE,Race,Human
Character,Longshot,HAS_ALIGNMENT,Alignment,good
Character,Longshot,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Longshot,HAS_OCCUPATION,Occupation,"freedom fighter, stuntman rebel, adventurer"
Character,Longshot,HAS_INTELLIGENCE,Stat,50
Character,Longshot,HAS_STRENGTH,Stat,10
Character,Longshot,HAS_SPEED,Stat,27
Character,Longshot,HAS_DURABILITY,Stat,10
Character,Longshot,HAS_POWER,Stat,71
Character,Longshot,HAS_COMBAT,Stat,70
Character,Luke Cage,HAS_GENDER,Gender,Male
Character,Luke Cage,HAS_RACE,Race,Human
Character,Luke Cage,HAS_ALIGNMENT,Alignment,good
Character,Luke Cage,HAS_PUBLISHER,Publisher,Power Man
Character,Luke Cage,HAS_OCCUPATION,Occupation,"Adventurer, bar owner, bodyguard, mercenary; formerly theater owner, private investigator, various odd jobs"
Character,Luke Cage,HAS_INTELLIGENCE,Stat,50
Character,Luke Cage,HAS_STRENGTH,Stat,63
Character,Luke Cage,HAS_SPEED,Stat,29
Character,Luke Cage,HAS_DURABILITY,Stat,95
Character,Luke Cage,HAS_POWER,Stat,44
Character,Luke Cage,HAS_COMBAT,Stat,70
Character,Luke Skywalker,HAS_GENDER,Gender,Male
Character,Luke Skywalker,HAS_RACE,Race,Human
Character,Luke Skywalker,HAS_ALIGNMENT,Alignment,good
Character,Luke Skywalker,HAS_PUBLISHER,Publisher,George Lucas
Character,Luke Skywalker,HAS_OCCUPATION,Occupation,-
Character,Luke Skywalker,HAS_INTELLIGENCE,Stat,69
Character,Luke Skywalker,HAS_STRENGTH,Stat,38
Character,Luke Skywalker,HAS_SPEED,Stat,42
Character,Luke Skywalker,HAS_DURABILITY,Stat,25
Character,Luke Skywalker,HAS_POWER,Stat,100
Character,Luke Skywalker,HAS_COMBAT,Stat,100
Character,Luna,HAS_GENDER,Gender,Female
Character,Luna,HAS_RACE,Race,Human
Character,Luna,HAS_ALIGNMENT,Alignment,good
Character,Luna,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Luna,HAS_OCCUPATION,Occupation,-
Character,Luna,HAS_INTELLIGENCE,Stat,38
Character,Luna,HAS_STRENGTH,Stat,6
Character,Luna,HAS_SPEED,Stat,83
Character,Luna,HAS_DURABILITY,Stat,14
Character,Luna,HAS_POWER,Stat,53
Character,Luna,HAS_COMBAT,Stat,14
Character,Mach-IV,HAS_GENDER,Gender,Male
Character,Mach-IV,HAS_RACE,Race,
Character,Mach-IV,HAS_ALIGNMENT,Alignment,bad
Character,Mach-IV,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Mach-IV,HAS_OCCUPATION,Occupation,"Adventurer; former master mechanic, professional criminal, mercenary"
Character,Mach-IV,HAS_INTELLIGENCE,Stat,75
Character,Mach-IV,HAS_STRENGTH,Stat,36
Character,Mach-IV,HAS_SPEED,Stat,60
Character,Mach-IV,HAS_DURABILITY,Stat,84
Character,Mach-IV,HAS_POWER,Stat,60
Character,Mach-IV,HAS_COMBAT,Stat,56
Character,Machine Man,HAS_GENDER,Gender,-
Character,Machine Man,HAS_RACE,Race,
Character,Machine Man,HAS_ALIGNMENT,Alignment,good
Character,Machine Man,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Machine Man,HAS_OCCUPATION,Occupation,Insurance Investigator
Character,Machine Man,HAS_INTELLIGENCE,Stat,63
Character,Machine Man,HAS_STRENGTH,Stat,32
Character,Machine Man,HAS_SPEED,Stat,35
Character,Machine Man,HAS_DURABILITY,Stat,84
Character,Machine Man,HAS_POWER,Stat,51
Character,Machine Man,HAS_COMBAT,Stat,64
Character,Magneto,HAS_GENDER,Gender,Male
Character,Magneto,HAS_RACE,Race,Mutant
Character,Magneto,HAS_ALIGNMENT,Alignment,bad
Character,Magneto,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Magneto,HAS_OCCUPATION,Occupation,"Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent"
Character,Magneto,HAS_INTELLIGENCE,Stat,88
Character,Magneto,HAS_STRENGTH,Stat,80
Character,Magneto,HAS_SPEED,Stat,27
Character,Magneto,HAS_DURABILITY,Stat,84
Character,Magneto,HAS_POWER,Stat,91
Character,Magneto,HAS_COMBAT,Stat,80
Character,Magog,HAS_GENDER,Gender,Male
Character,Magog,HAS_RACE,Race,
Character,Magog,HAS_ALIGNMENT,Alignment,good
Character,Magog,HAS_PUBLISHER,Publisher,DC Comics
Character,Magog,HAS_OCCUPATION,Occupation,-
Character,Magog,HAS_INTELLIGENCE,Stat,50
Character,Magog,HAS_STRENGTH,Stat,48
Character,Magog,HAS_SPEED,Stat,23
Character,Magog,HAS_DURABILITY,Stat,64
Character,Magog,HAS_POWER,Stat,66
Character,Magog,HAS_COMBAT,Stat,72
Character,Magus,HAS_GENDER,Gender,Male
Character,Magus,HAS_RACE,Race,
Character,Magus,HAS_ALIGNMENT,Alignment,bad
Character,Magus,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Magus,HAS_OCCUPATION,Occupation,Ruler of the Technarchy
Character,Magus,HAS_INTELLIGENCE,Stat,88
Character,Magus,HAS_STRENGTH,Stat,100
Character,Magus,HAS_SPEED,Stat,70
Character,Magus,HAS_DURABILITY,Stat,99
Character,Magus,HAS_POWER,Stat,100
Character,Magus,HAS_COMBAT,Stat,74
Character,Man of Miracles,HAS_GENDER,Gender,-
Character,Man of Miracles,HAS_RACE,Race,God / Eternal
Character,Man of Miracles,HAS_ALIGNMENT,Alignment,-
Character,Man of Miracles,HAS_PUBLISHER,Publisher,Image Comics
Character,Man of Miracles,HAS_OCCUPATION,Occupation,-
Character,Man of Miracles,HAS_INTELLIGENCE,Stat,100
Character,Man of Miracles,HAS_STRENGTH,Stat,100
Character,Man of Miracles,HAS_SPEED,Stat,100
Character,Man of Miracles,HAS_DURABILITY,Stat,100
Character,Man of Miracles,HAS_POWER,Stat,100
Character,Man of Miracles,HAS_COMBAT,Stat,100
Character,Man-Bat,HAS_GENDER,Gender,Male
Character,Man-Bat,HAS_RACE,Race,Human
Character,Man-Bat,HAS_ALIGNMENT,Alignment,neutral
Character,Man-Bat,HAS_PUBLISHER,Publisher,DC Comics
Character,Man-Bat,HAS_OCCUPATION,Occupation,Zoologist
Character,Man-Bat,HAS_INTELLIGENCE,Stat,38
Character,Man-Bat,HAS_STRENGTH,Stat,18
Character,Man-Bat,HAS_SPEED,Stat,50
Character,Man-Bat,HAS_DURABILITY,Stat,70
Character,Man-Bat,HAS_POWER,Stat,33
Character,Man-Bat,HAS_COMBAT,Stat,30
Character,Man-Thing,HAS_GENDER,Gender,Male
Character,Man-Thing,HAS_RACE,Race,
Character,Man-Thing,HAS_ALIGNMENT,Alignment,good
Character,Man-Thing,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Man-Thing,HAS_OCCUPATION,Occupation,-
Character,Man-Thing,HAS_INTELLIGENCE,Stat,50
Character,Man-Thing,HAS_STRENGTH,Stat,32
Character,Man-Thing,HAS_SPEED,Stat,8
Character,Man-Thing,HAS_DURABILITY,Stat,100
Character,Man-Thing,HAS_POWER,Stat,100
Character,Man-Thing,HAS_COMBAT,Stat,40
Character,Man-Wolf,HAS_GENDER,Gender,Male
Character,Man-Wolf,HAS_RACE,Race,
Character,Man-Wolf,HAS_ALIGNMENT,Alignment,good
Character,Man-Wolf,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Man-Wolf,HAS_OCCUPATION,Occupation,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute"
Character,Man-Wolf,HAS_INTELLIGENCE,Stat,63
Character,Man-Wolf,HAS_STRENGTH,Stat,44
Character,Man-Wolf,HAS_SPEED,Stat,35
Character,Man-Wolf,HAS_DURABILITY,Stat,42
Character,Man-Wolf,HAS_POWER,Stat,45
Character,Man-Wolf,HAS_COMBAT,Stat,70
Character,Mandarin,HAS_GENDER,Gender,Male
Character,Mandarin,HAS_RACE,Race,Human
Character,Mandarin,HAS_ALIGNMENT,Alignment,bad
Character,Mandarin,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Mandarin,HAS_OCCUPATION,Occupation,"Would-be conqueror; former janitor, businessman and crimelord, government administrator"
Character,Mandarin,HAS_INTELLIGENCE,Stat,100
Character,Mandarin,HAS_STRENGTH,Stat,28
Character,Mandarin,HAS_SPEED,Stat,23
Character,Mandarin,HAS_DURABILITY,Stat,28
Character,Mandarin,HAS_POWER,Stat,100
Character,Mandarin,HAS_COMBAT,Stat,95
Character,Mantis,HAS_GENDER,Gender,Female
Character,Mantis,HAS_RACE,Race,Human-Kree
Character,Mantis,HAS_ALIGNMENT,Alignment,good
Character,Mantis,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Mantis,HAS_OCCUPATION,Occupation,"Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer"
Character,Mantis,HAS_INTELLIGENCE,Stat,63
Character,Mantis,HAS_STRENGTH,Stat,8
Character,Mantis,HAS_SPEED,Stat,33
Character,Mantis,HAS_DURABILITY,Stat,80
Character,Mantis,HAS_POWER,Stat,100
Character,Mantis,HAS_COMBAT,Stat,80
Character,Martian Manhunter,HAS_GENDER,Gender,Male
Character,Martian Manhunter,HAS_RACE,Race,Martian
Character,Martian Manhunter,HAS_ALIGNMENT,Alignment,good
Character,Martian Manhunter,HAS_PUBLISHER,Publisher,DC Comics
Character,Martian Manhunter,HAS_OCCUPATION,Occupation,-
Character,Martian Manhunter,HAS_INTELLIGENCE,Stat,100
Character,Martian Manhunter,HAS_STRENGTH,Stat,95
Character,Martian Manhunter,HAS_SPEED,Stat,92
Character,Martian Manhunter,HAS_DURABILITY,Stat,100
Character,Martian Manhunter,HAS_POWER,Stat,100
Character,Martian Manhunter,HAS_COMBAT,Stat,85
Character,Marvel Girl,HAS_GENDER,Gender,Female
Character,Marvel Girl,HAS_RACE,Race,
Character,Marvel Girl,HAS_ALIGNMENT,Alignment,good
Character,Marvel Girl,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Marvel Girl,HAS_OCCUPATION,Occupation,Adventurer
Character,Marvel Girl,HAS_INTELLIGENCE,Stat,63
Character,Marvel Girl,HAS_STRENGTH,Stat,85
Character,Marvel Girl,HAS_SPEED,Stat,47
Character,Marvel Girl,HAS_DURABILITY,Stat,42
Character,Marvel Girl,HAS_POWER,Stat,100
Character,Marvel Girl,HAS_COMBAT,Stat,80
Character,Master Chief,HAS_GENDER,Gender,Male
Character,Master Chief,HAS_RACE,Race,Human / Altered
Character,Master Chief,HAS_ALIGNMENT,Alignment,good
Character,Master Chief,HAS_PUBLISHER,Publisher,Microsoft
Character,Master Chief,HAS_OCCUPATION,Occupation,Master Chief Petty Officer of the Navy
Character,Master Chief,HAS_INTELLIGENCE,Stat,75
Character,Master Chief,HAS_STRENGTH,Stat,73
Character,Master Chief,HAS_SPEED,Stat,35
Character,Master Chief,HAS_DURABILITY,Stat,80
Character,Master Chief,HAS_POWER,Stat,69
Character,Master Chief,HAS_COMBAT,Stat,100
Character,Match,HAS_GENDER,Gender,Male
Character,Match,HAS_RACE,Race,
Character,Match,HAS_ALIGNMENT,Alignment,bad
Character,Match,HAS_PUBLISHER,Publisher,DC Comics
Character,Match,HAS_OCCUPATION,Occupation,-
Character,Match,HAS_INTELLIGENCE,Stat,75
Character,Match,HAS_STRENGTH,Stat,95
Character,Match,HAS_SPEED,Stat,83
Character,Match,HAS_DURABILITY,Stat,85
Character,Match,HAS_POWER,Stat,100
Character,Match,HAS_COMBAT,Stat,70
Character,Matt Parkman,HAS_GENDER,Gender,Male
Character,Matt Parkman,HAS_RACE,Race,
Character,Matt Parkman,HAS_ALIGNMENT,Alignment,good
Character,Matt Parkman,HAS_PUBLISHER,Publisher,NBC - Heroes
Character,Matt Parkman,HAS_OCCUPATION,Occupation,NYPD detective
Character,Matt Parkman,HAS_INTELLIGENCE,Stat,63
Character,Matt Parkman,HAS_STRENGTH,Stat,10
Character,Matt Parkman,HAS_SPEED,Stat,12
Character,Matt Parkman,HAS_DURABILITY,Stat,14
Character,Matt Parkman,HAS_POWER,Stat,59
Character,Matt Parkman,HAS_COMBAT,Stat,56
Character,Maverick,HAS_GENDER,Gender,Male
Character,Maverick,HAS_RACE,Race,
Character,Maverick,HAS_ALIGNMENT,Alignment,good
Character,Maverick,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Maverick,HAS_OCCUPATION,Occupation,"Mercenary; former adventurer, student"
Character,Maverick,HAS_INTELLIGENCE,Stat,63
Character,Maverick,HAS_STRENGTH,Stat,10
Character,Maverick,HAS_SPEED,Stat,12
Character,Maverick,HAS_DURABILITY,Stat,42
Character,Maverick,HAS_POWER,Stat,60
Character,Maverick,HAS_COMBAT,Stat,85
Character,Maxima,HAS_GENDER,Gender,Female
Character,Maxima,HAS_RACE,Race,
Character,Maxima,HAS_ALIGNMENT,Alignment,bad
Character,Maxima,HAS_PUBLISHER,Publisher,DC Comics
Character,Maxima,HAS_OCCUPATION,Occupation,"Adventurer, Queen of the Almerac Empire"
Character,Maxima,HAS_INTELLIGENCE,Stat,75
Character,Maxima,HAS_STRENGTH,Stat,90
Character,Maxima,HAS_SPEED,Stat,35
Character,Maxima,HAS_DURABILITY,Stat,56
Character,Maxima,HAS_POWER,Stat,81
Character,Maxima,HAS_COMBAT,Stat,75
Character,Maya Herrera,HAS_GENDER,Gender,Female
Character,Maya Herrera,HAS_RACE,Race,
Character,Maya Herrera,HAS_ALIGNMENT,Alignment,good
Character,Maya Herrera,HAS_PUBLISHER,Publisher,NBC - Heroes
Character,Maya Herrera,HAS_OCCUPATION,Occupation,-
Character,Maya Herrera,HAS_INTELLIGENCE,Stat,50
Character,Maya Herrera,HAS_STRENGTH,Stat,10
Character,Maya Herrera,HAS_SPEED,Stat,12
Character,Maya Herrera,HAS_DURABILITY,Stat,14
Character,Maya Herrera,HAS_POWER,Stat,60
Character,Maya Herrera,HAS_COMBAT,Stat,14
Character,Medusa,HAS_GENDER,Gender,Female
Character,Medusa,HAS_RACE,Race,Inhuman
Character,Medusa,HAS_ALIGNMENT,Alignment,good
Character,Medusa,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Medusa,HAS_OCCUPATION,Occupation,"Queen, Royal interpreter"
Character,Medusa,HAS_INTELLIGENCE,Stat,75
Character,Medusa,HAS_STRENGTH,Stat,34
Character,Medusa,HAS_SPEED,Stat,35
Character,Medusa,HAS_DURABILITY,Stat,70
Character,Medusa,HAS_POWER,Stat,37
Character,Medusa,HAS_COMBAT,Stat,56
Character,Meltdown,HAS_GENDER,Gender,Female
Character,Meltdown,HAS_RACE,Race,
Character,Meltdown,HAS_ALIGNMENT,Alignment,good
Character,Meltdown,HAS_PUBLISHER,Publisher,Boom-Boom
Character,Meltdown,HAS_OCCUPATION,Occupation,"Adventurer, former student, thief"
Character,Meltdown,HAS_INTELLIGENCE,Stat,38
Character,Meltdown,HAS_STRENGTH,Stat,10
Character,Meltdown,HAS_SPEED,Stat,12
Character,Meltdown,HAS_DURABILITY,Stat,42
Character,Meltdown,HAS_POWER,Stat,62
Character,Meltdown,HAS_COMBAT,Stat,64
Character,Mephisto,HAS_GENDER,Gender,Male
Character,Mephisto,HAS_RACE,Race,
Character,Mephisto,HAS_ALIGNMENT,Alignment,bad
Character,Mephisto,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Mephisto,HAS_OCCUPATION,Occupation,Lord of a realm of Hell
Character,Mephisto,HAS_INTELLIGENCE,Stat,88
Character,Mephisto,HAS_STRENGTH,Stat,85
Character,Mephisto,HAS_SPEED,Stat,35
Character,Mephisto,HAS_DURABILITY,Stat,95
Character,Mephisto,HAS_POWER,Stat,100
Character,Mephisto,HAS_COMBAT,Stat,42
Character,Mera,HAS_GENDER,Gender,Female
Character,Mera,HAS_RACE,Race,Atlantean
Character,Mera,HAS_ALIGNMENT,Alignment,good
Character,Mera,HAS_PUBLISHER,Publisher,DC Comics
Character,Mera,HAS_OCCUPATION,Occupation,Former queen of Atlantis; Former queen of Dimension Aqua
Character,Mera,HAS_INTELLIGENCE,Stat,56
Character,Mera,HAS_STRENGTH,Stat,62
Character,Mera,HAS_SPEED,Stat,79
Character,Mera,HAS_DURABILITY,Stat,60
Character,Mera,HAS_POWER,Stat,92
Character,Mera,HAS_COMBAT,Stat,80
Character,Metallo,HAS_GENDER,Gender,Male
Character,Metallo,HAS_RACE,Race,Android
Character,Metallo,HAS_ALIGNMENT,Alignment,bad
Character,Metallo,HAS_PUBLISHER,Publisher,DC Comics
Character,Metallo,HAS_OCCUPATION,Occupation,Professional criminal
Character,Metallo,HAS_INTELLIGENCE,Stat,75
Character,Metallo,HAS_STRENGTH,Stat,53
Character,Metallo,HAS_SPEED,Stat,23
Character,Metallo,HAS_DURABILITY,Stat,95
Character,Metallo,HAS_POWER,Stat,86
Character,Metallo,HAS_COMBAT,Stat,64
Character,Metron,HAS_GENDER,Gender,Male
Character,Metron,HAS_RACE,Race,
Character,Metron,HAS_ALIGNMENT,Alignment,good
Character,Metron,HAS_PUBLISHER,Publisher,DC Comics
Character,Metron,HAS_OCCUPATION,Occupation,"Scientist, seeker of knowledge"
Character,Metron,HAS_INTELLIGENCE,Stat,88
Character,Metron,HAS_STRENGTH,Stat,10
Character,Metron,HAS_SPEED,Stat,47
Character,Metron,HAS_DURABILITY,Stat,56
Character,Metron,HAS_POWER,Stat,100
Character,Metron,HAS_COMBAT,Stat,28
Character,Micah Sanders,HAS_GENDER,Gender,Male
Character,Micah Sanders,HAS_RACE,Race,
Character,Micah Sanders,HAS_ALIGNMENT,Alignment,good
Character,Micah Sanders,HAS_PUBLISHER,Publisher,NBC - Heroes
Character,Micah Sanders,HAS_OCCUPATION,Occupation,Elementary school student
Character,Micah Sanders,HAS_INTELLIGENCE,Stat,63
Character,Micah Sanders,HAS_STRENGTH,Stat,8
Character,Micah Sanders,HAS_SPEED,Stat,12
Character,Micah Sanders,HAS_DURABILITY,Stat,14
Character,Micah Sanders,HAS_POWER,Stat,57
Character,Micah Sanders,HAS_COMBAT,Stat,14
Character,Michelangelo,HAS_GENDER,Gender,Male
Character,Michelangelo,HAS_RACE,Race,Mutant
Character,Michelangelo,HAS_ALIGNMENT,Alignment,good
Character,Michelangelo,HAS_PUBLISHER,Publisher,IDW Publishing
Character,Michelangelo,HAS_OCCUPATION,Occupation,-
Character,Michelangelo,HAS_INTELLIGENCE,Stat,63
Character,Michelangelo,HAS_STRENGTH,Stat,14
Character,Michelangelo,HAS_SPEED,Stat,50
Character,Michelangelo,HAS_DURABILITY,Stat,65
Character,Michelangelo,HAS_POWER,Stat,59
Character,Michelangelo,HAS_COMBAT,Stat,75
Character,Micro Lad,HAS_GENDER,Gender,Male
Character,Micro Lad,HAS_RACE,Race,
Character,Micro Lad,HAS_ALIGNMENT,Alignment,good
Character,Micro Lad,HAS_PUBLISHER,Publisher,DC Comics
Character,Micro Lad,HAS_OCCUPATION,Occupation,-
Character,Micro Lad,HAS_INTELLIGENCE,Stat,38
Character,Micro Lad,HAS_STRENGTH,Stat,28
Character,Micro Lad,HAS_SPEED,Stat,27
Character,Micro Lad,HAS_DURABILITY,Stat,28
Character,Micro Lad,HAS_POWER,Stat,44
Character,Micro Lad,HAS_COMBAT,Stat,32
Character,Mimic,HAS_GENDER,Gender,Male
Character,Mimic,HAS_RACE,Race,
Character,Mimic,HAS_ALIGNMENT,Alignment,good
Character,Mimic,HAS_PUBLISHER,Publisher,Marvel Comics
